"","ethnicity","sex","agegrp","qualification","hours","income"
"865","European","female",45,4,35,1053
"866","Asian","male",30,4,25,326
"867","European","female",30,3,37.5,883
"868","European","female",20,2,5,76
"869","Asian","male",40,4,45,3332
"870","European","female",50,2,40,1688
"871","European","female",55,4,40,1273
"872","European","female",40,3,40,468
"873","European","female",20,4,22.5,202
"874","Maori","female",35,3,11,161
"875","European","female",20,3,40,791
"876","European","male",25,2,40,924
"877","European","female",55,4,15.5,274
"878","European","female",35,4,40,928
"879","European","female",55,1,12,166
"880","European","male",45,4,50,709
"881","Asian","male",30,4,19.5,639
"882","Maori","female",30,1,40,682
"883","Maori","male",45,1,46,1577
"884","European","male",20,3,37.5,569
"885","Asian","male",20,1,40,880
"886","Asian","male",35,1,46,1574
"887","European","male",30,3,50,945
"888","European","male",60,1,45,1012
"889","European","male",50,3,45,729
"890","European","female",30,4,40,1346
"891","European","female",50,3,35,736
"892","Asian","male",20,4,28,328
"893","European","male",50,4,40,720
"894","European","female",35,2,25.5,726
"895","Maori","female",20,3,40,1160
"896","European","female",25,3,15,403
"897","European","female",65,1,33,454
"898","European","male",55,2,40,775
"899","European","male",55,3,40,1520
"900","European","female",50,2,40,561
"901","European","female",40,4,40,1169
"902","Pacific","male",30,3,40,1033
"903","European","female",60,1,40,886
"904","European","female",55,3,16,722
"905","Pacific","female",20,3,40,675
"906","European","male",45,2,20,582
"907","European","male",45,4,40,4783
"908","European","female",50,2,15,1613
"909","European","male",30,3,55,1800
"910","European","female",45,4,40,1688
"911","European","female",20,2,40,784
"912","European","female",50,3,37,663
"913","Maori","female",15,1,42.5,769
"914","Pacific","male",25,2,35,504
"915","European","male",25,4,40,720
"916","European","male",55,3,8,396
"917","European","female",45,3,30,711
"918","Asian","female",25,4,20,540
"919","European","male",50,3,45,1540
"920","European","male",45,2,40,972
"921","European","female",60,1,40,1514
"922","European","male",30,2,45,1167
"923","European","male",20,2,40,504
"924","European","male",60,4,5.5,298
"925","European","female",35,4,47.5,1388
"926","European","female",20,2,37.5,743
"927","Maori","female",45,2,12.5,2083
"928","European","female",60,2,40.5,842
"929","European","male",40,2,40,1350
"930","European","male",60,3,45,822
"931","European","male",35,3,37,858
"932","European","male",60,1,40,923
"933","European","female",45,2,23,327
"934","Maori","female",60,4,50,3017
"935","Asian","female",55,1,31,575
"936","European","female",40,3,30,2089
"937","Asian","female",20,2,39,1028
"938","European","male",15,2,2,17
"939","Maori","female",25,4,40,550
"940","European","female",60,2,32,466
"941","Maori","female",25,1,40,1168
"942","Maori","female",55,1,40,1224
"943","European","male",50,1,40,1008
"944","European","male",15,1,32.5,823
"945","European","male",35,3,43,838
"946","European","female",35,4,40,2197
"947","European","female",40,2,40,576
"948","European","female",60,1,40,1252
"949","European","female",55,2,45,990
"950","Asian","male",30,4,47,759
"951","European","female",40,2,10,813
"952","European","male",40,3,24.5,903
"953","European","female",20,4,37,729
"954","Asian","male",35,4,40,1438
"955","European","male",30,4,46,608
"956","European","male",50,2,60,1235
"957","European","male",20,3,40,792
"958","Asian","female",20,2,20,936
"959","European","female",25,3,27,1272
"960","European","male",45,4,24,1126
"961","European","female",60,3,7.5,159
"962","European","female",30,4,40,1057
"963","Pacific","male",45,1,45,2498
"964","Maori","male",40,1,70,2048
"965","European","female",30,3,16.5,1273
"966","Maori","female",20,2,40,1371
"967","European","female",55,4,20,5111
"968","European","male",45,3,40,1136
"969","Maori","female",15,1,30,405
"970","European","male",45,1,50,550
"971","European","male",40,2,17.5,649
"972","European","male",20,2,40,792
"973","Maori","female",50,3,25,18369
"974","Asian","female",25,3,40,504
"975","Pacific","female",20,1,16.5,265
"976","European","male",40,3,40,660
"977","European","female",30,4,31,717
"978","European","male",60,3,40,816
"979","European","male",25,4,20,627
"980","European","female",55,2,20,275
"981","Asian","male",35,4,38,1415
"982","European","female",50,2,6,151
"983","European","female",40,3,9.5,433
"984","European","male",50,1,40,858
"985","European","female",55,3,20,1183
"986","European","female",50,1,20,885
"987","European","male",20,4,50,1208
"988","European","male",25,2,50,941
"989","European","male",20,2,12,140
"990","Pacific","male",65,1,42,1108
"991","European","male",55,2,50,1239
"992","European","male",55,2,50,1375
"993","Maori","male",55,1,3.5,214
"994","Maori","male",45,3,40,2321
"995","European","female",25,2,40,798
"996","European","female",25,2,8,528
"997","European","female",30,4,55,2199
"998","Asian","female",20,3,60,1080
"999","European","female",15,1,20,475
"1000","European","male",65,1,28,504
"1001","European","male",35,3,50.5,1302
"1002","European","female",35,2,37,565
"1003","European","female",25,2,4,1321
"1004","European","male",20,2,43,1135
"1005","Maori","male",25,1,126,1329
"1006","Pacific","female",50,2,19,342
"1007","European","female",45,3,5,307
"1008","European","male",25,3,53,721
"1009","European","male",50,3,49.5,2161
"1010","European","female",40,3,40,518
"1011","European","female",40,3,47.5,1206
"1012","Asian","male",45,2,37.5,869
"1013","European","female",35,3,63.5,3625
"1014","European","male",35,2,40,594
"1015","European","male",20,2,55,1908
"1016","European","female",15,1,35,1472
"1017","European","male",40,3,25,385
"1018","European","male",25,4,40,1899
"1019","Asian","female",35,4,40,756
"1020","European","female",40,3,40,747
"1021","European","female",25,1,25,539
"1022","European","male",35,3,45,1708
"1023","European","female",25,1,13,381
"1024","European","female",40,3,38,567
"1025","European","male",20,2,41.5,642
"1026","European","male",55,3,50,407
"1027","European","female",35,3,15,793
"1028","European","female",50,1,25,565
"1029","European","female",60,3,44,1030
"1030","European","female",20,3,17.5,550
"1031","Maori","female",45,4,15.5,519
"1032","European","female",45,3,42,896
"1033","Maori","male",30,3,4,162
"1034","European","female",25,4,35,552
"1035","European","female",60,4,46,3406
"1036","Maori","male",35,4,40,1467
"1037","Asian","female",25,2,40,707
"1038","European","female",50,4,40,1422
"1039","European","female",40,1,40,950
"1040","Pacific","female",40,4,60,1426
"1041","European","male",15,2,54,832
"1042","European","female",50,3,50,1932
"1043","European","male",40,3,5,185
"1044","European","male",45,3,55,2434
"1045","European","male",45,2,37,1287
"1046","European","female",40,4,20,518
"1047","European","female",40,1,23,372
"1048","European","female",20,3,40,1160
"1049","European","male",25,4,46,633
"1050","Maori","female",55,4,18.5,1005
"1051","Asian","female",25,4,20,1333
"1052","European","female",55,4,24,496
"1053","European","female",50,3,25,782
"1054","European","female",35,4,32,576
"1055","European","female",40,3,35,802
"1056","European","male",50,3,25,550
"1057","European","female",20,3,50,887
"1058","European","male",25,3,45,715
"1059","European","female",15,2,126,2218
"1060","European","male",50,2,40,693
"1061","European","male",20,1,44,515
"1062","European","female",55,3,2,40
"1063","European","male",60,1,42,1347
"1064","Maori","male",40,1,50,1718
"1065","European","male",65,1,25,659
"1066","European","female",50,3,9.5,1048
"1067","European","female",35,4,26.5,583
"1068","European","male",35,3,40,809
"1069","European","male",65,3,37,1628
"1070","European","male",35,3,26.5,1119
"1071","Asian","female",60,4,3,81
"1072","European","male",35,4,12,500
"1073","European","female",45,3,40,1122
"1074","European","female",65,1,40,1191
"1075","European","male",50,3,46,1928
"1076","European","female",45,1,3,351
"1077","European","female",40,4,37,908
"1078","European","female",30,3,8,168
"1079","European","female",35,4,25,1363
"1080","European","female",45,3,57,1136
"1081","European","female",55,3,40,757
"1082","European","female",45,1,40,2057
"1083","European","female",35,2,25,605
"1084","European","female",20,1,19,231
"1085","European","female",50,3,40,642
"1086","European","male",20,1,46,1915
"1087","European","female",45,3,20,383
"1088","European","female",35,3,26,748
"1089","European","male",25,1,45,628
"1090","European","female",45,1,35,710
"1091","European","female",45,3,12,399
"1092","European","female",50,4,35,441
"1093","European","male",35,2,40,1097
"1094","European","female",15,1,30,539
"1095","Asian","female",40,4,32,1628
"1096","European","female",45,1,37.5,1118
"1097","European","male",25,1,55,1193
"1098","European","male",55,4,40,621
"1099","Pacific","female",50,2,40,540
"1100","Asian","female",40,4,30,802
"1101","European","male",65,3,40,914
"1102","European","female",15,1,12,162
"1103","European","male",65,2,14,223
"1104","European","female",35,4,40,946
"1105","European","male",55,1,47.5,700
"1106","European","male",45,3,37.5,1340
"1107","European","female",55,2,50,704
"1108","European","male",30,2,42.5,1149
"1109","European","male",50,3,40,813
"1110","Asian","female",45,4,40,1012
"1111","European","male",25,3,55,1259
"1112","European","male",60,3,40,863
"1113","European","female",35,3,15,639
"1114","European","female",35,3,15.5,1015
"1115","Asian","male",30,4,40,1013
"1116","European","female",60,2,13,438
"1117","European","male",45,2,42,1294
"1118","Pacific","male",25,3,26,675
"1119","European","male",60,4,48.5,837
"1120","European","female",25,4,45,660
"1121","European","male",20,2,29,468
"1122","European","male",30,3,43.5,813
"1123","European","female",30,4,35.5,1194
"1124","European","female",40,3,27,813
"1125","European","female",30,4,7,145
"1126","European","female",65,1,40,704
"1127","European","female",50,1,40,779
"1128","European","male",20,2,7.5,399
"1129","European","female",50,2,47.5,1380
"1130","Asian","female",25,3,30,486
"1131","European","male",30,3,42,2135
"1132","European","male",25,3,55,1325
"1133","European","male",55,3,40,1006
"1134","European","male",25,3,40,572
"1135","Pacific","male",40,1,41.5,671
"1136","European","female",45,4,40,1277
"1137","Maori","female",30,1,20,680
"1138","European","male",45,3,50,1247
"1139","European","male",30,2,40,1730
"1140","European","female",30,4,34,820
"1141","European","female",40,1,36,614
"1142","European","female",40,3,45,1205
"1143","European","female",55,3,40,618
"1144","Maori","female",50,1,40,629
"1145","European","male",55,4,40,748
"1146","European","female",55,1,35,690
"1147","Maori","male",50,1,40,585
"1148","European","male",20,3,37.5,1758
"1149","European","male",20,1,40,248
"1150","European","female",30,3,30,825
"1151","European","female",65,2,30,396
"1152","European","female",25,2,5.5,109
"1153","European","male",45,4,37,1313
"1154","European","female",65,1,7,1892
"1155","European","male",60,3,50,866
"1156","European","male",15,2,40,770
"1157","Maori","female",35,3,10,662
"1158","European","female",25,4,37,1667
"1159","Maori","male",25,1,40,470
"1160","Asian","male",20,4,40,561
"1161","Maori","male",15,1,40,792
"1162","European","male",65,1,40,1122
"1163","European","male",55,2,40,630
"1164","European","male",60,1,40,1367
"1165","European","male",40,3,40,1507
"1166","European","male",30,3,40,968
"1167","European","male",35,2,40,638
"1168","European","female",35,3,21,693
"1169","European","female",50,3,40,759
"1170","Pacific","female",20,2,10,1288
"1171","European","male",25,1,7,790
"1172","European","female",35,4,32.5,468
"1173","Maori","male",25,3,45,844
"1174","European","male",25,3,16,472
"1175","European","female",25,4,45,1059
"1176","European","male",25,2,39,881
"1177","European","male",35,2,40,1528
"1178","Pacific","female",15,1,3,43
"1179","European","male",40,3,41,962
"1180","European","female",20,2,42,1063
"1181","European","female",45,3,40,748
